participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
32,DDM,value_scaling_t0,wide,DEoptimR,0.614069813817587,1,1.0039713752462327,0.6583430438601717,1,0.9455967848166282,3.623682848308097,1.113807567731825,1.3045227463113611,1.2279333171280027
