subject_ix,stage_id,block_id,block_ix,iter_ix,frame,m_s,m_l,t_s,t_l,trial_type,choice,rt,trial_correct,too_fast,omission_error
54,calibration,i000,0,0,neutral,21.76,43.52,0,2,standard,ll,2.1965045537476726,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,32.64,43.52,0,2,standard,ll,2.0524655075801093,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,38.08,43.52,0,2,standard,ll,2.261405259500634,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,40.8,43.52,0,2,standard,ll,3.1586738869407327,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,42.16,43.52,0,2,standard,ll,2.589496055212294,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,42.839999999999996,43.52,0,2,standard,ll,2.0921770482693773,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,43.18,43.52,0,2,standard,ll,2.0319351269508843,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,21.76,43.52,0,4,standard,ll,1.805213873691855,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,32.64,43.52,0,4,standard,ll,1.674063534861716,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,38.08,43.52,0,4,standard,ll,1.8227211908897516,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,40.8,43.52,0,4,standard,ll,1.6879539673602721,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,42.16,43.52,0,4,standard,ll,1.4823199671191105,TRUE,TRUE,FALSE
54,calibration,i000,0,0,neutral,42.839999999999996,43.52,0,4,standard,ll,3.4413105237483705,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,43.18,43.52,0,4,standard,ll,2.2347290486843576,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,21.76,43.52,0,8,standard,ll,2.4162345512816046,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,32.64,43.52,0,8,standard,ll,1.9365800408938867,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,38.08,43.52,0,8,standard,ll,2.1825349450805334,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,40.8,43.52,0,8,standard,ll,1.8001219662880885,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,42.16,43.52,0,8,standard,ll,2.3058568135088535,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,42.839999999999996,43.52,0,8,standard,ll,2.0463522275958894,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,43.18,43.52,0,8,standard,ll,2.1616468054653524,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,21.76,43.52,0,16,standard,ll,1.6412734575712875,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,32.64,43.52,0,16,standard,ll,1.6729673847885351,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,38.08,43.52,0,16,standard,ll,1.6879237631178512,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,40.8,43.52,0,16,standard,ll,1.9983151661110696,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,42.16,43.52,0,16,standard,ll,1.7207974152538554,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,42.839999999999996,43.52,0,16,standard,ll,2.0602904590407434,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,43.18,43.52,0,16,standard,ss,3.344482174456971,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,21.76,43.52,0,32,standard,ll,1.4198253371694136,TRUE,TRUE,FALSE
54,calibration,i000,0,0,neutral,32.64,43.52,0,32,standard,ll,4.066382038889742,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,38.08,43.52,0,32,standard,ll,2.248720650732139,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,40.8,43.52,0,32,standard,ll,3.2402625831643945,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,42.16,43.52,0,32,standard,ss,3.2941994422221796,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,41.48,43.52,0,32,standard,ss,4.639739785852726,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,41.13999999999999,43.52,0,32,standard,ss,3.1544235928890885,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,21.76,43.52,0,64,standard,ll,2.9809867284063785,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,32.64,43.52,0,64,standard,ll,3.3329500188153816,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,38.08,43.52,0,64,standard,ll,2.6760018847776337,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,40.8,43.52,0,64,standard,ss,2.386688057715446,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,39.44,43.52,0,64,standard,ll,4.976594796985637,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,40.12,43.52,0,64,standard,ss,3.1413832778503092,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,39.779999999999994,43.52,0,64,standard,ll,2.016221589849465,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,21.76,43.52,0,128,standard,ll,3.0071620766420892,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,32.64,43.52,0,128,standard,ll,2.7641607368054792,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,38.08,43.52,0,128,standard,ll,2.2179140830983215,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,40.8,43.52,0,128,standard,ss,1.7139158331847284,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,39.44,43.52,0,128,standard,ll,3.6290058432930437,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,40.12,43.52,0,128,standard,ss,3.462232093301509,TRUE,FALSE,FALSE
54,calibration,i000,0,0,neutral,39.779999999999994,43.52,0,128,standard,ll,2.3792076692127466,TRUE,FALSE,FALSE
