subject_ix,stage_id,block_id,block_ix,iter_ix,frame,m_s,m_l,t_s,t_l,trial_type,choice,rt,trial_correct,too_fast,omission_error
30,calibration,i000,0,1,neutral,21.76,43.52,0,2,standard,ll,2.492962793933657,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,32.64,43.52,0,2,standard,ll,2.0646448960023918,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,38.08,43.52,0,2,standard,ll,1.689776929247273,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,40.8,43.52,0,2,standard,ll,2.031371931895592,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,42.16,43.52,0,2,standard,ll,2.8339930080665,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,42.839999999999996,43.52,0,2,standard,ll,3.3516260808619336,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,43.18,43.52,0,2,standard,ll,2.050030479996167,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,21.76,43.52,0,4,standard,ll,1.7604690385715003,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,32.64,43.52,0,4,standard,ll,2.5022762327917007,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,38.08,43.52,0,4,standard,ll,1.871021551879494,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,40.8,43.52,0,4,standard,ll,2.0858074571515317,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,42.16,43.52,0,4,standard,ll,2.3392570364330822,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,42.839999999999996,43.52,0,4,standard,ll,2.1400887359077387,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,43.18,43.52,0,4,standard,ll,2.8005285554336297,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,21.76,43.52,0,8,standard,ll,2.11340467789978,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,32.64,43.52,0,8,standard,ll,2.988994612112947,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,38.08,43.52,0,8,standard,ll,3.1143201865934316,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,40.8,43.52,0,8,standard,ll,3.2706199831400227,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,42.16,43.52,0,8,standard,ss,1.7910341848437383,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,41.48,43.52,0,8,standard,ll,2.0794387775185896,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,41.82,43.52,0,8,standard,ll,2.4107282958539145,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,21.76,43.52,0,16,standard,ll,2.5182134738206514,TRUE,FALSE,FALSE
30,calibration,i000,0,1,neutral,32.64,43.52,0,16,standard,ll,1.86510417522004,TRUE,FALSE,FALSE
